date,value,reported,computed,current_accounts,deposit_facility,reserve_requirements,marginal_lending,difference,check,method,source
2021-01-01,3343762.0,3343762.0,3343762.0,2805505.0,683863.0,145454.0,152.0,0.0,ok,ECB reported,https://www.ecb.europa.eu/stats/pdf/monetary/lm/liq_daily_2021.zip
2021-01-04,3405268.0,3405268.0,3405267.0,2996448.0,554273.0,145454.0,0.0,1.0,ok,ECB reported,https://www.ecb.europa.eu/stats/pdf/monetary/lm/liq_daily_2021.zip
2021-01-05,3437152.0,3437152.0,3437152.0,3028601.0,554005.0,145454.0,0.0,0.0,ok,ECB reported,https://www.ecb.europa.eu/stats/pdf/monetary/lm/liq_daily_2021.zip
2021-01-06,3460034.0,3460034.0,3460035.0,3057811.0,547680.0,145454.0,2.0,-1.0,ok,ECB reported,https://www.ecb.europa.eu/stats/pdf/monetary/lm/liq_daily_2021.zip
2021-01-07,3466581.0,3466581.0,3466581.0,3068504.0,543531.0,145454.0,0.0,0.0,ok,ECB reported,https://www.ecb.europa.eu/stats/pdf/monetary/lm/liq_daily_2021.zip
2021-01-08,3491844.0,3491844.0,3491843.0,3089948.0,547349.0,145454.0,0.0,1.0,ok,ECB reported,https://www.ecb.europa.eu/stats/pdf/monetary/lm/liq_daily_2021.zip
2021-01-11,3510157.0,3510157.0,3510157.0,3118315.0,537296.0,145454.0,0.0,0.0,ok,ECB reported,https://www.ecb.europa.eu/stats/pdf/monetary/lm/liq_daily_2021.zip
2021-01-12,3504446.0,3504446.0,3504445.0,3107916.0,541983.0,145454.0,0.0,1.0,ok,ECB reported,https://www.ecb.europa.eu/stats/pdf/monetary/lm/liq_daily_2021.zip
2021-01-13,3516747.0,3516747.0,3516747.0,3116855.0,545346.0,145454.0,0.0,0.0,ok,ECB reported,https://www.ecb.europa.eu/stats/pdf/monetary/lm/liq_daily_2021.zip
2021-01-14,3517539.0,3517539.0,3517539.0,3105536.0,557457.0,145454.0,0.0,0.0,ok,ECB reported,https://www.ecb.europa.eu/stats/pdf/monetary/lm/liq_daily_2021.zip
2021-01-15,3543164.0,3543164.0,3543164.0,3130122.0,558496.0,145454.0,0.0,0.0,ok,ECB reported,https://www.ecb.europa.eu/stats/pdf/monetary/lm/liq_daily_2021.zip
2021-01-18,3531130.0,3531130.0,3531130.0,3117444.0,559140.0,145454.0,0.0,0.0,ok,ECB reported,https://www.ecb.europa.eu/stats/pdf/monetary/lm/liq_daily_2021.zip
2021-01-19,3556411.0,3556411.0,3556410.0,3129016.0,572853.0,145454.0,5.0,1.0,ok,ECB reported,https://www.ecb.europa.eu/stats/pdf/monetary/lm/liq_daily_2021.zip
2021-01-20,3537072.0,3537072.0,3537072.0,3116955.0,565571.0,145454.0,0.0,0.0,ok,ECB reported,https://www.ecb.europa.eu/stats/pdf/monetary/lm/liq_daily_2021.zip
2021-01-21,3550029.0,3550029.0,3550029.0,3126699.0,568784.0,145454.0,0.0,0.0,ok,ECB reported,https://www.ecb.europa.eu/stats/pdf/monetary/lm/liq_daily_2021.zip
2021-01-22,3557216.0,3557216.0,3557216.0,3081989.0,620681.0,145454.0,0.0,0.0,ok,ECB reported,https://www.ecb.europa.eu/stats/pdf/monetary/lm/liq_daily_2021.zip
2021-01-25,3544642.0,3544642.0,3544642.0,3071573.0,618523.0,145454.0,0.0,0.0,ok,ECB reported,https://www.ecb.europa.eu/stats/pdf/monetary/lm/liq_daily_2021.zip
2021-01-26,3535572.0,3535572.0,3535572.0,3067119.0,613907.0,145454.0,0.0,0.0,ok,ECB reported,https://www.ecb.europa.eu/stats/pdf/monetary/lm/liq_daily_2021.zip
2021-01-27,3529299.0,3529299.0,3529300.0,3226470.0,449300.0,146470.0,0.0,-1.0,ok,ECB reported,https://www.ecb.europa.eu/stats/pdf/monetary/lm/liq_daily_2021.zip
2021-01-28,3524788.0,3524788.0,3524788.0,3225054.0,446204.0,146470.0,0.0,0.0,ok,ECB reported,https://www.ecb.europa.eu/stats/pdf/monetary/lm/liq_daily_2021.zip
2021-01-29,3541511.0,3541511.0,3541512.0,3231558.0,456424.0,146470.0,0.0,-1.0,ok,ECB reported,https://www.ecb.europa.eu/stats/pdf/monetary/lm/liq_daily_2021.zip
2021-02-01,3580811.0,3580811.0,3580812.0,3245349.0,481933.0,146470.0,0.0,-1.0,ok,ECB reported,https://www.ecb.europa.eu/stats/pdf/monetary/lm/liq_daily_2021.zip
2021-02-02,3583989.0,3583989.0,3583990.0,3249362.0,481098.0,146470.0,0.0,-1.0,ok,ECB reported,https://www.ecb.europa.eu/stats/pdf/monetary/lm/liq_daily_2021.zip
2021-02-03,3591764.0,3591764.0,3591764.0,3259376.0,478858.0,146470.0,0.0,0.0,ok,ECB reported,https://www.ecb.europa.eu/stats/pdf/monetary/lm/liq_daily_2021.zip
2021-02-04,3586333.0,3586333.0,3586333.0,3258483.0,475147.0,146470.0,827.0,0.0,ok,ECB reported,https://www.ecb.europa.eu/stats/pdf/monetary/lm/liq_daily_2021.zip
2021-02-05,3588965.0,3588965.0,3588965.0,3209594.0,525841.0,146470.0,0.0,0.0,ok,ECB reported,https://www.ecb.europa.eu/stats/pdf/monetary/lm/liq_daily_2021.zip
2021-02-08,3584804.0,3584804.0,3584804.0,3164809.0,566465.0,146470.0,0.0,0.0,ok,ECB reported,https://www.ecb.europa.eu/stats/pdf/monetary/lm/liq_daily_2021.zip
2021-02-09,3589887.0,3589887.0,3589887.0,3170814.0,565543.0,146470.0,0.0,0.0,ok,ECB reported,https://www.ecb.europa.eu/stats/pdf/monetary/lm/liq_daily_2021.zip
2021-02-10,3590431.0,3590431.0,3590432.0,3112872.0,624030.0,146470.0,0.0,-1.0,ok,ECB reported,https://www.ecb.europa.eu/stats/pdf/monetary/lm/liq_daily_2021.zip
2021-02-11,3589100.0,3589100.0,3589100.0,3120472.0,615119.0,146470.0,21.0,0.0,ok,ECB reported,https://www.ecb.europa.eu/stats/pdf/monetary/lm/liq_daily_2021.zip
2021-02-12,3593557.0,3593557.0,3593557.0,3116321.0,623706.0,146470.0,0.0,0.0,ok,ECB reported,https://www.ecb.europa.eu/stats/pdf/monetary/lm/liq_daily_2021.zip
2021-02-15,3575488.0,3575488.0,3575489.0,3112775.0,609184.0,146470.0,0.0,-1.0,ok,ECB reported,https://www.ecb.europa.eu/stats/pdf/monetary/lm/liq_daily_2021.zip
2021-02-16,3575592.0,3575592.0,3575593.0,3109209.0,612854.0,146470.0,0.0,-1.0,ok,ECB reported,https://www.ecb.europa.eu/stats/pdf/monetary/lm/liq_daily_2021.zip
2021-02-17,3570987.0,3570987.0,3570988.0,3105002.0,612456.0,146470.0,0.0,-1.0,ok,ECB reported,https://www.ecb.europa.eu/stats/pdf/monetary/lm/liq_daily_2021.zip
2021-02-18,3557469.0,3557469.0,3557470.0,3087204.0,616736.0,146470.0,0.0,-1.0,ok,ECB reported,https://www.ecb.europa.eu/stats/pdf/monetary/lm/liq_daily_2021.zip
2021-02-19,3557307.0,3557307.0,3557307.0,3086036.0,617741.0,146470.0,0.0,0.0,ok,ECB reported,https://www.ecb.europa.eu/stats/pdf/monetary/lm/liq_daily_2021.zip
2021-02-22,3551875.0,3551875.0,3551876.0,3069445.0,628901.0,146470.0,0.0,-1.0,ok,ECB reported,https://www.ecb.europa.eu/stats/pdf/monetary/lm/liq_daily_2021.zip
2021-02-23,3545801.0,3545801.0,3545802.0,3061067.0,631205.0,146470.0,0.0,-1.0,ok,ECB reported,https://www.ecb.europa.eu/stats/pdf/monetary/lm/liq_daily_2021.zip
2021-02-24,3550156.0,3550156.0,3550157.0,3076451.0,620176.0,146470.0,0.0,-1.0,ok,ECB reported,https://www.ecb.europa.eu/stats/pdf/monetary/lm/liq_daily_2021.zip
2021-02-25,3574174.0,3574174.0,3574174.0,3098524.0,622120.0,146470.0,0.0,0.0,ok,ECB reported,https://www.ecb.europa.eu/stats/pdf/monetary/lm/liq_daily_2021.zip
2021-02-26,3593121.0,3593121.0,3593122.0,3094032.0,645560.0,146470.0,0.0,-1.0,ok,ECB reported,https://www.ecb.europa.eu/stats/pdf/monetary/lm/liq_daily_2021.zip
2021-03-01,3652229.0,3652229.0,3652230.0,3145777.0,652923.0,146470.0,0.0,-1.0,ok,ECB reported,https://www.ecb.europa.eu/stats/pdf/monetary/lm/liq_daily_2021.zip
2021-03-02,3670382.0,3670382.0,3670382.0,3150874.0,665979.0,146470.0,1.0,0.0,ok,ECB reported,https://www.ecb.europa.eu/stats/pdf/monetary/lm/liq_daily_2021.zip
2021-03-03,3686463.0,3686463.0,3686464.0,3167017.0,665917.0,146470.0,0.0,-1.0,ok,ECB reported,https://www.ecb.europa.eu/stats/pdf/monetary/lm/liq_daily_2021.zip
2021-03-04,3684147.0,3684147.0,3684147.0,3169074.0,661544.0,146470.0,1.0,0.0,ok,ECB reported,https://www.ecb.europa.eu/stats/pdf/monetary/lm/liq_daily_2021.zip
2021-03-05,3696502.0,3696502.0,3696502.0,3187681.0,655294.0,146470.0,3.0,0.0,ok,ECB reported,https://www.ecb.europa.eu/stats/pdf/monetary/lm/liq_daily_2021.zip
2021-03-08,3692615.0,3692615.0,3692616.0,3178153.0,660933.0,146470.0,0.0,-1.0,ok,ECB reported,https://www.ecb.europa.eu/stats/pdf/monetary/lm/liq_daily_2021.zip
2021-03-09,3709714.0,3709714.0,3709715.0,3196204.0,659981.0,146470.0,0.0,-1.0,ok,ECB reported,https://www.ecb.europa.eu/stats/pdf/monetary/lm/liq_daily_2021.zip
2021-03-10,3691030.0,3691030.0,3691030.0,3186565.0,650935.0,146470.0,0.0,0.0,ok,ECB reported,https://www.ecb.europa.eu/stats/pdf/monetary/lm/liq_daily_2021.zip
2021-03-11,3690907.0,3690907.0,3690908.0,3177324.0,660054.0,146470.0,0.0,-1.0,ok,ECB reported,https://www.ecb.europa.eu/stats/pdf/monetary/lm/liq_daily_2021.zip
2021-03-12,3694061.0,3694061.0,3694062.0,3183730.0,656802.0,146470.0,0.0,-1.0,ok,ECB reported,https://www.ecb.europa.eu/stats/pdf/monetary/lm/liq_daily_2021.zip
2021-03-15,3670770.0,3670770.0,3670771.0,3155172.0,662069.0,146470.0,0.0,-1.0,ok,ECB reported,https://www.ecb.europa.eu/stats/pdf/monetary/lm/liq_daily_2021.zip
2021-03-16,3657341.0,3657341.0,3657341.0,3122226.0,681585.0,146470.0,0.0,0.0,ok,ECB reported,https://www.ecb.europa.eu/stats/pdf/monetary/lm/liq_daily_2021.zip
2021-03-17,3642451.0,3642451.0,3642451.0,3276817.0,513080.0,147445.0,1.0,0.0,ok,ECB reported,https://www.ecb.europa.eu/stats/pdf/monetary/lm/liq_daily_2021.zip
2021-03-18,3636009.0,3636009.0,3636010.0,3270751.0,512704.0,147445.0,0.0,-1.0,ok,ECB reported,https://www.ecb.europa.eu/stats/pdf/monetary/lm/liq_daily_2021.zip
2021-03-19,3637980.0,3637980.0,3637980.0,3249278.0,536147.0,147445.0,0.0,0.0,ok,ECB reported,https://www.ecb.europa.eu/stats/pdf/monetary/lm/liq_daily_2021.zip
2021-03-22,3636467.0,3636467.0,3636467.0,3245950.0,537963.0,147445.0,1.0,0.0,ok,ECB reported,https://www.ecb.europa.eu/stats/pdf/monetary/lm/liq_daily_2021.zip
2021-03-23,3642716.0,3642716.0,3642717.0,3240946.0,549216.0,147445.0,0.0,-1.0,ok,ECB reported,https://www.ecb.europa.eu/stats/pdf/monetary/lm/liq_daily_2021.zip
2021-03-24,3953451.0,3953451.0,3953451.0,3542406.0,558505.0,147445.0,15.0,0.0,ok,ECB reported,https://www.ecb.europa.eu/stats/pdf/monetary/lm/liq_daily_2021.zip
2021-03-25,3950014.0,3950014.0,3950014.0,3489191.0,608278.0,147445.0,10.0,0.0,ok,ECB reported,https://www.ecb.europa.eu/stats/pdf/monetary/lm/liq_daily_2021.zip
2021-03-26,3941686.0,3941686.0,3941687.0,3445244.0,643890.0,147445.0,2.0,-1.0,ok,ECB reported,https://www.ecb.europa.eu/stats/pdf/monetary/lm/liq_daily_2021.zip
2021-03-29,3957703.0,3957703.0,3957704.0,3445835.0,659316.0,147445.0,2.0,-1.0,ok,ECB reported,https://www.ecb.europa.eu/stats/pdf/monetary/lm/liq_daily_2021.zip
2021-03-30,3954933.0,3954933.0,3954933.0,3457864.0,644515.0,147445.0,1.0,0.0,ok,ECB reported,https://www.ecb.europa.eu/stats/pdf/monetary/lm/liq_daily_2021.zip
2021-03-31,3907278.0,3907278.0,3907278.0,3326138.0,728595.0,147445.0,10.0,0.0,ok,ECB reported,https://www.ecb.europa.eu/stats/pdf/monetary/lm/liq_daily_2021.zip
2021-04-01,3986841.0,3986841.0,3986841.0,3400246.0,734040.0,147445.0,0.0,0.0,ok,ECB reported,https://www.ecb.europa.eu/stats/pdf/monetary/lm/liq_daily_2021.zip
2021-04-02,3986839.0,3986839.0,3986840.0,3400245.0,734040.0,147445.0,0.0,-1.0,ok,ECB reported,https://www.ecb.europa.eu/stats/pdf/monetary/lm/liq_daily_2021.zip
2021-04-05,3986937.0,3986937.0,3986937.0,3400342.0,734040.0,147445.0,0.0,0.0,ok,ECB reported,https://www.ecb.europa.eu/stats/pdf/monetary/lm/liq_daily_2021.zip
2021-04-06,4015195.0,4015195.0,4015196.0,3435031.0,727610.0,147445.0,0.0,-1.0,ok,ECB reported,https://www.ecb.europa.eu/stats/pdf/monetary/lm/liq_daily_2021.zip
2021-04-07,4026695.0,4026695.0,4026695.0,3440282.0,733858.0,147445.0,0.0,0.0,ok,ECB reported,https://www.ecb.europa.eu/stats/pdf/monetary/lm/liq_daily_2021.zip
2021-04-08,4032718.0,4032718.0,4032718.0,3445681.0,734482.0,147445.0,0.0,0.0,ok,ECB reported,https://www.ecb.europa.eu/stats/pdf/monetary/lm/liq_daily_2021.zip
2021-04-09,4066294.0,4066294.0,4066295.0,3470206.0,743535.0,147445.0,1.0,-1.0,ok,ECB reported,https://www.ecb.europa.eu/stats/pdf/monetary/lm/liq_daily_2021.zip
2021-04-12,4056847.0,4056847.0,4056848.0,3463395.0,740898.0,147445.0,0.0,-1.0,ok,ECB reported,https://www.ecb.europa.eu/stats/pdf/monetary/lm/liq_daily_2021.zip
2021-04-13,4067024.0,4067024.0,4067025.0,3470264.0,744211.0,147445.0,5.0,-1.0,ok,ECB reported,https://www.ecb.europa.eu/stats/pdf/monetary/lm/liq_daily_2021.zip
2021-04-14,4055333.0,4055333.0,4055333.0,3471712.0,731071.0,147445.0,5.0,0.0,ok,ECB reported,https://www.ecb.europa.eu/stats/pdf/monetary/lm/liq_daily_2021.zip
2021-04-15,4038767.0,4038767.0,4038767.0,3476577.0,709635.0,147445.0,0.0,0.0,ok,ECB reported,https://www.ecb.europa.eu/stats/pdf/monetary/lm/liq_daily_2021.zip
2021-04-16,4034409.0,4034409.0,4034410.0,3478426.0,703429.0,147445.0,0.0,-1.0,ok,ECB reported,https://www.ecb.europa.eu/stats/pdf/monetary/lm/liq_daily_2021.zip
2021-04-19,4044735.0,4044735.0,4044735.0,3482640.0,709540.0,147445.0,0.0,0.0,ok,ECB reported,https://www.ecb.europa.eu/stats/pdf/monetary/lm/liq_daily_2021.zip
2021-04-20,4035663.0,4035663.0,4035663.0,3472617.0,710491.0,147445.0,0.0,0.0,ok,ECB reported,https://www.ecb.europa.eu/stats/pdf/monetary/lm/liq_daily_2021.zip
2021-04-21,4029816.0,4029816.0,4029817.0,3455911.0,721352.0,147445.0,1.0,-1.0,ok,ECB reported,https://www.ecb.europa.eu/stats/pdf/monetary/lm/liq_daily_2021.zip
2021-04-22,4028556.0,4028556.0,4028556.0,3511860.0,664141.0,147445.0,0.0,0.0,ok,ECB reported,https://www.ecb.europa.eu/stats/pdf/monetary/lm/liq_daily_2021.zip
2021-04-23,4034459.0,4034459.0,4034459.0,3465601.0,716303.0,147445.0,0.0,0.0,ok,ECB reported,https://www.ecb.europa.eu/stats/pdf/monetary/lm/liq_daily_2021.zip
2021-04-26,4054174.0,4054174.0,4054174.0,3467662.0,733957.0,147445.0,0.0,0.0,ok,ECB reported,https://www.ecb.europa.eu/stats/pdf/monetary/lm/liq_daily_2021.zip
2021-04-27,4054456.0,4054456.0,4054456.0,3467452.0,734449.0,147445.0,0.0,0.0,ok,ECB reported,https://www.ecb.europa.eu/stats/pdf/monetary/lm/liq_daily_2021.zip
2021-04-28,4058855.0,4058855.0,4058855.0,3624043.0,582549.0,147737.0,0.0,0.0,ok,ECB reported,https://www.ecb.europa.eu/stats/pdf/monetary/lm/liq_daily_2021.zip
2021-04-29,4044720.0,4044720.0,4044720.0,3668905.0,523552.0,147737.0,0.0,0.0,ok,ECB reported,https://www.ecb.europa.eu/stats/pdf/monetary/lm/liq_daily_2021.zip
2021-04-30,4087752.0,4087752.0,4087753.0,3633738.0,601752.0,147737.0,0.0,-1.0,ok,ECB reported,https://www.ecb.europa.eu/stats/pdf/monetary/lm/liq_daily_2021.zip
2021-05-03,4129482.0,4129482.0,4129483.0,3702860.0,574360.0,147737.0,0.0,-1.0,ok,ECB reported,https://www.ecb.europa.eu/stats/pdf/monetary/lm/liq_daily_2021.zip
2021-05-04,4137355.0,4137355.0,4137355.0,3709868.0,575224.0,147737.0,0.0,0.0,ok,ECB reported,https://www.ecb.europa.eu/stats/pdf/monetary/lm/liq_daily_2021.zip
2021-05-05,4145517.0,4145517.0,4145518.0,3719003.0,574252.0,147737.0,0.0,-1.0,ok,ECB reported,https://www.ecb.europa.eu/stats/pdf/monetary/lm/liq_daily_2021.zip
2021-05-06,4143060.0,4143060.0,4143061.0,3711144.0,579654.0,147737.0,0.0,-1.0,ok,ECB reported,https://www.ecb.europa.eu/stats/pdf/monetary/lm/liq_daily_2021.zip
2021-05-07,4171922.0,4171922.0,4171922.0,3654500.0,665160.0,147737.0,1.0,0.0,ok,ECB reported,https://www.ecb.europa.eu/stats/pdf/monetary/lm/liq_daily_2021.zip
2021-05-10,4168708.0,4168708.0,4168709.0,3566861.0,749585.0,147737.0,0.0,-1.0,ok,ECB reported,https://www.ecb.europa.eu/stats/pdf/monetary/lm/liq_daily_2021.zip
2021-05-11,4170861.0,4170861.0,4170861.0,3570005.0,748593.0,147737.0,0.0,0.0,ok,ECB reported,https://www.ecb.europa.eu/stats/pdf/monetary/lm/liq_daily_2021.zip
2021-05-12,4158376.0,4158376.0,4158376.0,3571502.0,734611.0,147737.0,0.0,0.0,ok,ECB reported,https://www.ecb.europa.eu/stats/pdf/monetary/lm/liq_daily_2021.zip
2021-05-13,4170629.0,4170629.0,4170629.0,3586466.0,731902.0,147737.0,2.0,0.0,ok,ECB reported,https://www.ecb.europa.eu/stats/pdf/monetary/lm/liq_daily_2021.zip
2021-05-14,4156126.0,4156126.0,4156127.0,3573781.0,730083.0,147737.0,0.0,-1.0,ok,ECB reported,https://www.ecb.europa.eu/stats/pdf/monetary/lm/liq_daily_2021.zip
2021-05-17,4146631.0,4146631.0,4146631.0,3560004.0,734364.0,147737.0,0.0,0.0,ok,ECB reported,https://www.ecb.europa.eu/stats/pdf/monetary/lm/liq_daily_2021.zip
2021-05-18,4137225.0,4137225.0,4137225.0,3559524.0,725438.0,147737.0,0.0,0.0,ok,ECB reported,https://www.ecb.europa.eu/stats/pdf/monetary/lm/liq_daily_2021.zip
2021-05-19,4113319.0,4113319.0,4113320.0,3522447.0,738610.0,147737.0,0.0,-1.0,ok,ECB reported,https://www.ecb.europa.eu/stats/pdf/monetary/lm/liq_daily_2021.zip
2021-05-20,4120078.0,4120078.0,4120079.0,3528793.0,739024.0,147737.0,1.0,-1.0,ok,ECB reported,https://www.ecb.europa.eu/stats/pdf/monetary/lm/liq_daily_2021.zip
2021-05-21,4131831.0,4131831.0,4131832.0,3541327.0,738242.0,147737.0,0.0,-1.0,ok,ECB reported,https://www.ecb.europa.eu/stats/pdf/monetary/lm/liq_daily_2021.zip
2021-05-24,4116565.0,4116565.0,4116565.0,3525264.0,739038.0,147737.0,0.0,0.0,ok,ECB reported,https://www.ecb.europa.eu/stats/pdf/monetary/lm/liq_daily_2021.zip
2021-05-25,4107755.0,4107755.0,4107755.0,3513076.0,742416.0,147737.0,0.0,0.0,ok,ECB reported,https://www.ecb.europa.eu/stats/pdf/monetary/lm/liq_daily_2021.zip
2021-05-26,4107637.0,4107637.0,4107638.0,3513153.0,742332.0,147737.0,110.0,-1.0,ok,ECB reported,https://www.ecb.europa.eu/stats/pdf/monetary/lm/liq_daily_2021.zip
2021-05-27,4111001.0,4111001.0,4111001.0,3514545.0,744339.0,147737.0,146.0,0.0,ok,ECB reported,https://www.ecb.europa.eu/stats/pdf/monetary/lm/liq_daily_2021.zip
2021-05-28,4114910.0,4114910.0,4114910.0,3503749.0,758898.0,147737.0,0.0,0.0,ok,ECB reported,https://www.ecb.europa.eu/stats/pdf/monetary/lm/liq_daily_2021.zip
2021-05-31,4145890.0,4145890.0,4145891.0,3564798.0,728830.0,147737.0,0.0,-1.0,ok,ECB reported,https://www.ecb.europa.eu/stats/pdf/monetary/lm/liq_daily_2021.zip
2021-06-01,4180187.0,4180187.0,4180188.0,3589076.0,738849.0,147737.0,0.0,-1.0,ok,ECB reported,https://www.ecb.europa.eu/stats/pdf/monetary/lm/liq_daily_2021.zip
2021-06-02,4172736.0,4172736.0,4172736.0,3585846.0,734627.0,147737.0,0.0,0.0,ok,ECB reported,https://www.ecb.europa.eu/stats/pdf/monetary/lm/liq_daily_2021.zip
2021-06-03,4182755.0,4182755.0,4182755.0,3586352.0,744146.0,147737.0,6.0,0.0,ok,ECB reported,https://www.ecb.europa.eu/stats/pdf/monetary/lm/liq_daily_2021.zip
2021-06-04,4200641.0,4200641.0,4200642.0,3611827.0,736555.0,147737.0,3.0,-1.0,ok,ECB reported,https://www.ecb.europa.eu/stats/pdf/monetary/lm/liq_daily_2021.zip
2021-06-07,4193088.0,4193088.0,4193089.0,3591203.0,749626.0,147737.0,3.0,-1.0,ok,ECB reported,https://www.ecb.europa.eu/stats/pdf/monetary/lm/liq_daily_2021.zip
2021-06-08,4194800.0,4194800.0,4194800.0,3591967.0,750571.0,147737.0,1.0,0.0,ok,ECB reported,https://www.ecb.europa.eu/stats/pdf/monetary/lm/liq_daily_2021.zip
2021-06-09,4205591.0,4205591.0,4205591.0,3615667.0,737661.0,147737.0,0.0,0.0,ok,ECB reported,https://www.ecb.europa.eu/stats/pdf/monetary/lm/liq_daily_2021.zip
2021-06-10,4205727.0,4205727.0,4205728.0,3607751.0,745715.0,147737.0,1.0,-1.0,ok,ECB reported,https://www.ecb.europa.eu/stats/pdf/monetary/lm/liq_daily_2021.zip
2021-06-11,4211850.0,4211850.0,4211850.0,3614777.0,744810.0,147737.0,0.0,0.0,ok,ECB reported,https://www.ecb.europa.eu/stats/pdf/monetary/lm/liq_daily_2021.zip
2021-06-14,4210500.0,4210500.0,4210501.0,3617297.0,740941.0,147737.0,0.0,-1.0,ok,ECB reported,https://www.ecb.europa.eu/stats/pdf/monetary/lm/liq_daily_2021.zip
2021-06-15,4167290.0,4167290.0,4167291.0,3573000.0,742028.0,147737.0,0.0,-1.0,ok,ECB reported,https://www.ecb.europa.eu/stats/pdf/monetary/lm/liq_daily_2021.zip
2021-06-16,4147922.0,4147922.0,4147922.0,3774324.0,523802.0,150204.0,0.0,0.0,ok,ECB reported,https://www.ecb.europa.eu/stats/pdf/monetary/lm/liq_daily_2021.zip
2021-06-17,4138447.0,4138447.0,4138447.0,3771401.0,517250.0,150204.0,0.0,0.0,ok,ECB reported,https://www.ecb.europa.eu/stats/pdf/monetary/lm/liq_daily_2021.zip
2021-06-18,4119645.0,4119645.0,4119646.0,3739165.0,530685.0,150204.0,0.0,-1.0,ok,ECB reported,https://www.ecb.europa.eu/stats/pdf/monetary/lm/liq_daily_2021.zip
2021-06-21,4104903.0,4104903.0,4104904.0,3699544.0,555565.0,150204.0,1.0,-1.0,ok,ECB reported,https://www.ecb.europa.eu/stats/pdf/monetary/lm/liq_daily_2021.zip
2021-06-22,4099711.0,4099711.0,4099711.0,3651297.0,598618.0,150204.0,0.0,0.0,ok,ECB reported,https://www.ecb.europa.eu/stats/pdf/monetary/lm/liq_daily_2021.zip
2021-06-23,4103257.0,4103257.0,4103257.0,3639438.0,614040.0,150204.0,17.0,0.0,ok,ECB reported,https://www.ecb.europa.eu/stats/pdf/monetary/lm/liq_daily_2021.zip
2021-06-24,4215284.0,4215284.0,4215284.0,3690013.0,675475.0,150204.0,0.0,0.0,ok,ECB reported,https://www.ecb.europa.eu/stats/pdf/monetary/lm/liq_daily_2021.zip
2021-06-25,4225808.0,4225808.0,4225807.0,3691734.0,684279.0,150204.0,2.0,1.0,ok,ECB reported,https://www.ecb.europa.eu/stats/pdf/monetary/lm/liq_daily_2021.zip
2021-06-28,4235129.0,4235129.0,4235129.0,3652022.0,733311.0,150204.0,0.0,0.0,ok,ECB reported,https://www.ecb.europa.eu/stats/pdf/monetary/lm/liq_daily_2021.zip
2021-06-29,4253533.0,4253533.0,4253534.0,3644358.0,759380.0,150204.0,0.0,-1.0,ok,ECB reported,https://www.ecb.europa.eu/stats/pdf/monetary/lm/liq_daily_2021.zip
2021-06-30,4208839.0,4208839.0,4208838.0,3569033.0,790009.0,150204.0,0.0,1.0,ok,ECB reported,https://www.ecb.europa.eu/stats/pdf/monetary/lm/liq_daily_2021.zip
2021-07-01,4286163.0,4286163.0,4286163.0,3662772.0,773596.0,150204.0,1.0,0.0,ok,ECB reported,https://www.ecb.europa.eu/stats/pdf/monetary/lm/liq_daily_2021.zip
2021-07-02,4289787.0,4289787.0,4289787.0,3653170.0,786831.0,150204.0,10.0,0.0,ok,ECB reported,https://www.ecb.europa.eu/stats/pdf/monetary/lm/liq_daily_2021.zip
2021-07-05,4293221.0,4293221.0,4293221.0,3626285.0,817140.0,150204.0,0.0,0.0,ok,ECB reported,https://www.ecb.europa.eu/stats/pdf/monetary/lm/liq_daily_2021.zip
2021-07-06,4290933.0,4290933.0,4290933.0,3640052.0,801086.0,150204.0,1.0,0.0,ok,ECB reported,https://www.ecb.europa.eu/stats/pdf/monetary/lm/liq_daily_2021.zip
2021-07-07,4298706.0,4298706.0,4298706.0,3645677.0,803233.0,150204.0,0.0,0.0,ok,ECB reported,https://www.ecb.europa.eu/stats/pdf/monetary/lm/liq_daily_2021.zip
2021-07-08,4297683.0,4297683.0,4297682.0,3661072.0,786814.0,150204.0,0.0,1.0,ok,ECB reported,https://www.ecb.europa.eu/stats/pdf/monetary/lm/liq_daily_2021.zip
2021-07-09,4312942.0,4312942.0,4312942.0,3671498.0,791648.0,150204.0,0.0,0.0,ok,ECB reported,https://www.ecb.europa.eu/stats/pdf/monetary/lm/liq_daily_2021.zip
2021-07-12,4307808.0,4307808.0,4307807.0,3655133.0,802878.0,150204.0,0.0,1.0,ok,ECB reported,https://www.ecb.europa.eu/stats/pdf/monetary/lm/liq_daily_2021.zip
2021-07-13,4308658.0,4308658.0,4308658.0,3668693.0,790169.0,150204.0,0.0,0.0,ok,ECB reported,https://www.ecb.europa.eu/stats/pdf/monetary/lm/liq_daily_2021.zip
2021-07-14,4313238.0,4313238.0,4313237.0,3659426.0,804015.0,150204.0,0.0,1.0,ok,ECB reported,https://www.ecb.europa.eu/stats/pdf/monetary/lm/liq_daily_2021.zip
2021-07-15,4290471.0,4290471.0,4290471.0,3645001.0,795674.0,150204.0,0.0,0.0,ok,ECB reported,https://www.ecb.europa.eu/stats/pdf/monetary/lm/liq_daily_2021.zip
2021-07-16,4278524.0,4278524.0,4278524.0,3610639.0,818089.0,150204.0,0.0,0.0,ok,ECB reported,https://www.ecb.europa.eu/stats/pdf/monetary/lm/liq_daily_2021.zip
